Date;Pays;Filière;Valeur (TWh)
2020-02;Roumanie;Consommation brute;5,08778249
2020-03;Roumanie;Consommation brute;5,017059229
2020-04;Roumanie;Consommation brute;4,08805201
2020-05;Roumanie;Consommation brute;4,211683951
2020-06;Roumanie;Consommation brute;4,294570459
2020-07;Roumanie;Consommation brute;4,80447843
2020-08;Roumanie;Consommation brute;4,770665221
2020-09;Roumanie;Consommation brute;4,63012757
2020-10;Roumanie;Consommation brute;4,89440914
2020-11;Roumanie;Consommation brute;5,201579888
2020-12;Roumanie;Consommation brute;5,502630789
2021-01;Roumanie;Consommation brute;5,586296737
2021-02;Roumanie;Consommation brute;4,941600199
2021-03;Roumanie;Consommation brute;5,285728493
2021-04;Roumanie;Consommation brute;4,981181537
2021-05;Roumanie;Consommation brute;4,65577575
2021-06;Roumanie;Consommation brute;4,676015303
2021-07;Roumanie;Consommation brute;5,151055465
2021-08;Roumanie;Consommation brute;4,910094072
2021-09;Roumanie;Consommation brute;4,609462155
2021-10;Roumanie;Consommation brute;5,002384778
2021-11;Roumanie;Consommation brute;5,0810315
2021-12;Roumanie;Consommation brute;5,489376187
2022-01;Roumanie;Consommation brute;5,50478559
2022-02;Roumanie;Consommation brute;4,813977065
2022-03;Roumanie;Consommation brute;5,192133286
2022-04;Roumanie;Consommation brute;4,524384018
2022-05;Roumanie;Consommation brute;4,488267375
2022-06;Roumanie;Consommation brute;4,419535049
2022-07;Roumanie;Consommation brute;4,755264725
2022-08;Roumanie;Consommation brute;4,56508363
2022-09;Roumanie;Consommation brute;4,223320785
2022-10;Roumanie;Consommation brute;4,324720078
2022-11;Roumanie;Consommation brute;4,585040276
2022-12;Roumanie;Consommation brute;4,825273615
2023-01;Roumanie;Consommation brute;4,797953338
2023-02;Roumanie;Consommation brute;4,5278032
2023-03;Roumanie;Consommation brute;4,676909345
2023-04;Roumanie;Consommation brute;4,293788155
2023-05;Roumanie;Consommation brute;4,17393086
2023-06;Roumanie;Consommation brute;4,070519227
2023-07;Roumanie;Consommation brute;4,506830808
2023-08;Roumanie;Consommation brute;4,411872925
2023-09;Roumanie;Consommation brute;4,078856383
2023-10;Roumanie;Consommation brute;4,280989285
2023-11;Roumanie;Consommation brute;4,611548055
2023-12;Roumanie;Consommation brute;4,907746943
2024-01;Roumanie;Consommation brute;5,090168607
2024-02;Roumanie;Consommation brute;4,511013303
2024-03;Roumanie;Consommation brute;4,661675485
2024-04;Roumanie;Consommation brute;4,124304995
2024-05;Roumanie;Consommation brute;4,03911403
2024-06;Roumanie;Consommation brute;4,247887027
2024-07;Roumanie;Consommation brute;4,784198
2024-08;Roumanie;Consommation brute;4,39003112
2024-09;Roumanie;Consommation brute;4,04786965
2024-10;Roumanie;Consommation brute;4,43400616
2024-11;Roumanie;Consommation brute;4,881141823
2024-12;Roumanie;Consommation brute;5,089859787
2025-01;Roumanie;Consommation brute;4,9793415
2025-02;Roumanie;Consommation brute;4,8042995
2025-03;Roumanie;Consommation brute;4,599204
2025-04;Roumanie;Consommation brute;4,12369975
2025-05;Roumanie;Consommation brute;4,07426
2025-06;Roumanie;Consommation brute;4,036653203
2025-07;Roumanie;Consommation brute;4,55117525
2025-08;Roumanie;Consommation brute;4,12939925
2025-09;Roumanie;Consommation brute;4,05678
2025-10;Roumanie;Consommation brute;4,489204125
2025-11;Roumanie;Consommation brute;4,675627
2016-01;Suède;Consommation brute;15,62455
2016-02;Suède;Consommation brute;13,448705
2016-03;Suède;Consommation brute;13,135477
2016-04;Suède;Consommation brute;11,404706
2016-05;Suède;Consommation brute;9,988869
2016-06;Suède;Consommation brute;9,122926
2016-07;Suède;Consommation brute;8,633293
2016-08;Suède;Consommation brute;9,275452
2016-09;Suède;Consommation brute;9,521761
2016-10;Suède;Consommation brute;11,411746
2016-11;Suède;Consommation brute;13,002966
2016-12;Suède;Consommation brute;13,448718
2017-01;Suède;Consommation brute;14,946943
2017-02;Suède;Consommation brute;13,117511
2017-03;Suède;Consommation brute;13,295755
2017-04;Suède;Consommation brute;11,505791
2017-05;Suède;Consommation brute;10,356387
2017-06;Suède;Consommation brute;9,199227
2017-07;Suède;Consommation brute;8,848783
2017-08;Suède;Consommation brute;9,397429
2017-09;Suède;Consommation brute;9,932818
2017-10;Suède;Consommation brute;11,121247
2017-11;Suède;Consommation brute;12,621079
2017-12;Suède;Consommation brute;13,775465
2018-01;Suède;Consommation brute;14,432405
2018-02;Suède;Consommation brute;13,804645
2018-03;Suède;Consommation brute;14,384871
2018-04;Suède;Consommation brute;11,167544
2018-05;Suède;Consommation brute;9,879164
2018-06;Suède;Consommation brute;9,099235
2018-07;Suède;Consommation brute;8,778
2018-08;Suède;Consommation brute;9,337297
2018-09;Suède;Consommation brute;9,722624
2018-10;Suède;Consommation brute;11,391967
2018-11;Suède;Consommation brute;12,415489
2018-12;Suède;Consommation brute;13,776921
2019-01;Suède;Consommation brute;15,052455
2019-02;Suède;Consommation brute;12,652632
2019-03;Suède;Consommation brute;13,156616
2019-04;Suède;Consommation brute;10,936161
2019-05;Suède;Consommation brute;10,311566
2019-06;Suède;Consommation brute;9,1096
2019-07;Suède;Consommation brute;8,85004
2019-08;Suède;Consommation brute;9,244084
2019-09;Suède;Consommation brute;9,747536
2019-10;Suède;Consommation brute;11,601845
2019-11;Suède;Consommation brute;12,580078
2019-12;Suède;Consommation brute;13,187864
2020-01;Suède;Consommation brute;13,360102
2020-02;Suède;Consommation brute;12,947631
2020-03;Suède;Consommation brute;13,286079
2020-04;Suède;Consommation brute;10,903199
2020-05;Suède;Consommation brute;10,066195
2020-06;Suède;Consommation brute;8,915228
2020-07;Suède;Consommation brute;8,448486
2020-08;Suède;Consommation brute;9,250154
2020-09;Suède;Consommation brute;9,550491
2020-10;Suède;Consommation brute;11,133832
2020-11;Suède;Consommation brute;11,856165
2020-12;Suède;Consommation brute;13,216322
2021-01;Suède;Consommation brute;15,138367
2021-02;Suède;Consommation brute;13,893168
2021-03;Suède;Consommation brute;13,162599
2021-04;Suède;Consommation brute;11,538018
2021-05;Suède;Consommation brute;10,560212
2021-06;Suède;Consommation brute;9,150259
2021-07;Suède;Consommation brute;8,863881
2021-08;Suède;Consommation brute;9,30102
2021-09;Suède;Consommation brute;9,752286
2021-10;Suède;Consommation brute;10,957241
2021-11;Suède;Consommation brute;12,378588
2021-12;Suède;Consommation brute;14,722198
2022-01;Suède;Consommation brute;14,130771
2022-02;Suède;Consommation brute;12,757538
2022-03;Suède;Consommation brute;12,861541
2022-04;Suède;Consommation brute;11,264011
2022-05;Suède;Consommation brute;9,925834
2022-06;Suède;Consommation brute;9,095721
2022-07;Suède;Consommation brute;8,779872
2022-08;Suède;Consommation brute;9,18534
2022-09;Suède;Consommation brute;9,400563
2022-10;Suède;Consommation brute;9,75238
2022-11;Suède;Consommation brute;11,349812
2022-12;Suède;Consommation brute;13,61403
2023-01;Suède;Consommation brute;13,119031
2023-02;Suède;Consommation brute;11,832503
2023-03;Suède;Consommation brute;12,880067
2023-04;Suède;Consommation brute;10,482351
2023-05;Suède;Consommation brute;9,324306
2023-06;Suède;Consommation brute;8,586730892
2023-07;Suède;Consommation brute;8,198742
2023-08;Suède;Consommation brute;9,013101
2023-09;Suède;Consommation brute;9,037295
2023-10;Suède;Consommation brute;11,165619
2023-11;Suède;Consommation brute;12,798275
2023-12;Suède;Consommation brute;14,181337
2024-01;Suède;Consommation brute;15,12732
2024-02;Suède;Consommation brute;13,138229
2024-03;Suède;Consommation brute;12,465887
2024-04;Suède;Consommation brute;11,013168
2024-05;Suède;Consommation brute;9,304586
2024-06;Suède;Consommation brute;8,572864
2024-07;Suède;Consommation brute;8,345266
2024-08;Suède;Consommation brute;8,890661
2024-09;Suède;Consommation brute;9,240469
2024-10;Suède;Consommation brute;10,721153
2024-11;Suède;Consommation brute;11,985916
2024-12;Suède;Consommation brute;13,047079
2025-01;Suède;Consommation brute;14,072919
2025-02;Suède;Consommation brute;12,736915
2025-03;Suède;Consommation brute;12,204635
2025-04;Suède;Consommation brute;10,236722
2025-05;Suède;Consommation brute;9,605112
2025-06;Suède;Consommation brute;8,809942
2025-07;Suède;Consommation brute;8,507968
2025-08;Suède;Consommation brute;9,053584
2025-09;Suède;Consommation brute;9,264619
2025-10;Suède;Consommation brute;10,523202
2025-11;Suède;Consommation brute;11,871407
2016-01;Slovénie;Consommation brute;1,173235019
2016-02;Slovénie;Consommation brute;1,058141772
2016-03;Slovénie;Consommation brute;1,084350552
2016-04;Slovénie;Consommation brute;0,982781591
2016-05;Slovénie;Consommation brute;1,00981232
2016-06;Slovénie;Consommation brute;1,005684389
2016-07;Slovénie;Consommation brute;1,043696159
2016-08;Slovénie;Consommation brute;0,984421741
2016-09;Slovénie;Consommation brute;1,044769151
2016-10;Slovénie;Consommation brute;1,091106891
2016-11;Slovénie;Consommation brute;1,07643035
2016-12;Slovénie;Consommation brute;1,15390705
2017-01;Slovénie;Consommation brute;1,27704587
2017-02;Slovénie;Consommation brute;1,07645208
2017-03;Slovénie;Consommation brute;1,104612809
2017-04;Slovénie;Consommation brute;1,00178041
2017-05;Slovénie;Consommation brute;1,042224431
2017-06;Slovénie;Consommation brute;1,070663701
2017-07;Slovénie;Consommation brute;1,058657539
2017-08;Slovénie;Consommation brute;1,045694281
2017-09;Slovénie;Consommation brute;1,05555291
2017-10;Slovénie;Consommation brute;1,10836693
2017-11;Slovénie;Consommation brute;1,154115189
2017-12;Slovénie;Consommation brute;1,18161478
2018-01;Slovénie;Consommation brute;1,287960671
2018-02;Slovénie;Consommation brute;1,23296198
2018-03;Slovénie;Consommation brute;1,336319589
2018-04;Slovénie;Consommation brute;1,113084501
2018-05;Slovénie;Consommation brute;1,159345779
2018-06;Slovénie;Consommation brute;1,14964193
2018-07;Slovénie;Consommation brute;1,17480374
2018-08;Slovénie;Consommation brute;1,13645906
2018-09;Slovénie;Consommation brute;1,139004919
2018-10;Slovénie;Consommation brute;1,18621027
2018-11;Slovénie;Consommation brute;1,20041328
2018-12;Slovénie;Consommation brute;1,262931191
2019-01;Slovénie;Consommation brute;1,347652399
2019-02;Slovénie;Consommation brute;1,151947633
2019-03;Slovénie;Consommation brute;1,2318827
2019-04;Slovénie;Consommation brute;1,143177911
2019-05;Slovénie;Consommation brute;1,160277741
2019-06;Slovénie;Consommation brute;1,150910609
2019-07;Slovénie;Consommation brute;1,170342669
2019-08;Slovénie;Consommation brute;1,114165532
2019-09;Slovénie;Consommation brute;1,115730979
2019-10;Slovénie;Consommation brute;1,168597869
2019-11;Slovénie;Consommation brute;1,16681608
2019-12;Slovénie;Consommation brute;1,222131263
2020-01;Slovénie;Consommation brute;1,309897943
2020-02;Slovénie;Consommation brute;1,180839169
2020-03;Slovénie;Consommation brute;1,196499141
2020-04;Slovénie;Consommation brute;0,96979004
2020-05;Slovénie;Consommation brute;0,993961121
2020-06;Slovénie;Consommation brute;0,998516929
2020-07;Slovénie;Consommation brute;1,0600925
2020-08;Slovénie;Consommation brute;1,03578423
2020-09;Slovénie;Consommation brute;1,095645602
2020-10;Slovénie;Consommation brute;1,17028527
2020-11;Slovénie;Consommation brute;1,18443645
2020-12;Slovénie;Consommation brute;1,220381621
2021-01;Slovénie;Consommation brute;1,28797848
2021-02;Slovénie;Consommation brute;1,136065379
2021-03;Slovénie;Consommation brute;1,233792571
2021-04;Slovénie;Consommation brute;1,12101478
2021-05;Slovénie;Consommation brute;1,113501299
2021-06;Slovénie;Consommation brute;1,092900491
2021-07;Slovénie;Consommation brute;1,108849209
2021-08;Slovénie;Consommation brute;1,048473771
2021-09;Slovénie;Consommation brute;1,081257579
2021-10;Slovénie;Consommation brute;1,1797834
2021-11;Slovénie;Consommation brute;1,217026312
2021-12;Slovénie;Consommation brute;1,302175101
2022-01;Slovénie;Consommation brute;1,314925969
2022-02;Slovénie;Consommation brute;1,146952409
2022-03;Slovénie;Consommation brute;1,25731296
2022-04;Slovénie;Consommation brute;1,094611609
2022-05;Slovénie;Consommation brute;1,09252271
2022-06;Slovénie;Consommation brute;1,079710769
2022-07;Slovénie;Consommation brute;1,041427469
2022-08;Slovénie;Consommation brute;0,99059587
2022-09;Slovénie;Consommation brute;1,017472031
2022-10;Slovénie;Consommation brute;1,032749529
2022-11;Slovénie;Consommation brute;1,116903221
2022-12;Slovénie;Consommation brute;1,184054841
2023-01;Slovénie;Consommation brute;1,205835189
2023-02;Slovénie;Consommation brute;1,11948501
2023-03;Slovénie;Consommation brute;1,142775551
2023-04;Slovénie;Consommation brute;0,975921041
2023-05;Slovénie;Consommation brute;0,97768938
2023-06;Slovénie;Consommation brute;0,922092489
2023-07;Slovénie;Consommation brute;0,91861276
2023-08;Slovénie;Consommation brute;0,848600252
2023-09;Slovénie;Consommation brute;0,903425231
2023-10;Slovénie;Consommation brute;0,985775941
2023-11;Slovénie;Consommation brute;1,088241728
2023-12;Slovénie;Consommation brute;1,156051171
2024-01;Slovénie;Consommation brute;1,23311374
2024-02;Slovénie;Consommation brute;1,079754408
2024-03;Slovénie;Consommation brute;1,08868695
2024-04;Slovénie;Consommation brute;0,964226911
2024-05;Slovénie;Consommation brute;0,934595919
2024-06;Slovénie;Consommation brute;0,91649894
2024-07;Slovénie;Consommation brute;0,97296927
2024-08;Slovénie;Consommation brute;0,911786069
2024-09;Slovénie;Consommation brute;0,974357559
2024-10;Slovénie;Consommation brute;1,020610561
2024-11;Slovénie;Consommation brute;1,147522371
2024-12;Slovénie;Consommation brute;1,1661372
2025-01;Slovénie;Consommation brute;1,21012259
2025-02;Slovénie;Consommation brute;1,140644021
2025-03;Slovénie;Consommation brute;1,091069211
2025-04;Slovénie;Consommation brute;0,934579581
2025-05;Slovénie;Consommation brute;0,90887181
2025-06;Slovénie;Consommation brute;0,89473581
2025-07;Slovénie;Consommation brute;0,92302377
2025-08;Slovénie;Consommation brute;0,83478355
2025-09;Slovénie;Consommation brute;1,03172735
2025-10;Slovénie;Consommation brute;1,120149558
2025-11;Slovénie;Consommation brute;1,18246289
2016-01;Slovaquie;Consommation brute;2,6458274
2016-02;Slovaquie;Consommation brute;2,411868
2016-03;Slovaquie;Consommation brute;2,471256
2016-04;Slovaquie;Consommation brute;2,268678004
2016-05;Slovaquie;Consommation brute;2,2918353
2016-06;Slovaquie;Consommation brute;2,230953
2016-07;Slovaquie;Consommation brute;2,23798
2016-08;Slovaquie;Consommation brute;2,26387
2016-09;Slovaquie;Consommation brute;2,265904
2016-10;Slovaquie;Consommation brute;2,4337217
2016-11;Slovaquie;Consommation brute;2,526801
2016-12;Slovaquie;Consommation brute;2,6721171
2017-01;Slovaquie;Consommation brute;2,8850068
2017-02;Slovaquie;Consommation brute;2,492117
2017-03;Slovaquie;Consommation brute;2,5633496
2017-04;Slovaquie;Consommation brute;2,367254
2017-05;Slovaquie;Consommation brute;2,3303557
2017-06;Slovaquie;Consommation brute;2,280297
2017-07;Slovaquie;Consommation brute;2,28541
2017-08;Slovaquie;Consommation brute;2,365472
2017-09;Slovaquie;Consommation brute;2,3204099
2017-10;Slovaquie;Consommation brute;2,5311877
2017-11;Slovaquie;Consommation brute;2,5897619
2017-12;Slovaquie;Consommation brute;2,6450805
2018-01;Slovaquie;Consommation brute;2,6769077
2018-02;Slovaquie;Consommation brute;2,5105617
2018-03;Slovaquie;Consommation brute;2,6962791
2018-04;Slovaquie;Consommation brute;2,3059718
2018-05;Slovaquie;Consommation brute;2,3800906
2018-06;Slovaquie;Consommation brute;2,3260303
2018-07;Slovaquie;Consommation brute;2,322446
2018-08;Slovaquie;Consommation brute;2,378238
2018-09;Slovaquie;Consommation brute;2,2791756
2018-10;Slovaquie;Consommation brute;2,4885237
2018-11;Slovaquie;Consommation brute;2,501883
2018-12;Slovaquie;Consommation brute;2,646153
2019-01;Slovaquie;Consommation brute;2,7968211
2019-02;Slovaquie;Consommation brute;2,445338
2019-03;Slovaquie;Consommation brute;2,561591
2019-04;Slovaquie;Consommation brute;2,310743
2019-05;Slovaquie;Consommation brute;2,390226
2019-06;Slovaquie;Consommation brute;2,2644465
2019-07;Slovaquie;Consommation brute;2,27748
2019-08;Slovaquie;Consommation brute;2,292991
2019-09;Slovaquie;Consommation brute;2,2543523
2019-10;Slovaquie;Consommation brute;2,4213326
2019-11;Slovaquie;Consommation brute;2,440909
2019-12;Slovaquie;Consommation brute;2,5811099
2020-01;Slovaquie;Consommation brute;2,760027
2020-02;Slovaquie;Consommation brute;2,476398
2020-03;Slovaquie;Consommation brute;2,475104
2020-04;Slovaquie;Consommation brute;2,0315806
2020-05;Slovaquie;Consommation brute;2,082104
2020-06;Slovaquie;Consommation brute;2,0885591
2020-07;Slovaquie;Consommation brute;2,1801596
2020-08;Slovaquie;Consommation brute;2,2053385
2020-09;Slovaquie;Consommation brute;2,18466
2020-10;Slovaquie;Consommation brute;2,439427
2020-11;Slovaquie;Consommation brute;2,5195467
2020-12;Slovaquie;Consommation brute;2,5782702
2021-01;Slovaquie;Consommation brute;2,653666
2021-02;Slovaquie;Consommation brute;2,439437
2021-03;Slovaquie;Consommation brute;2,616435
2021-04;Slovaquie;Consommation brute;2,3969633
2021-05;Slovaquie;Consommation brute;2,380249
2021-06;Slovaquie;Consommation brute;2,3113062
2021-07;Slovaquie;Consommation brute;2,384077
2021-08;Slovaquie;Consommation brute;2,335837
2021-09;Slovaquie;Consommation brute;2,293934
2021-10;Slovaquie;Consommation brute;2,504256
2021-11;Slovaquie;Consommation brute;2,569613
2021-12;Slovaquie;Consommation brute;2,682203
2022-01;Slovaquie;Consommation brute;2,713837
2022-02;Slovaquie;Consommation brute;2,369177
2022-03;Slovaquie;Consommation brute;2,5490004
2022-04;Slovaquie;Consommation brute;2,311555
2022-05;Slovaquie;Consommation brute;2,2635996
2022-06;Slovaquie;Consommation brute;2,176082
2022-07;Slovaquie;Consommation brute;2,116562
2022-08;Slovaquie;Consommation brute;2,129541
2022-09;Slovaquie;Consommation brute;1,9306957
2022-10;Slovaquie;Consommation brute;2,130234
2022-11;Slovaquie;Consommation brute;2,20547
2022-12;Slovaquie;Consommation brute;2,2950486
2023-01;Slovaquie;Consommation brute;2,3265941
2023-02;Slovaquie;Consommation brute;2,2051637
2023-03;Slovaquie;Consommation brute;2,2885592
2023-04;Slovaquie;Consommation brute;2,0637325
2023-05;Slovaquie;Consommation brute;2,0237619
2023-06;Slovaquie;Consommation brute;1,9427747
2023-07;Slovaquie;Consommation brute;1,95584
2023-08;Slovaquie;Consommation brute;1,9762484
2023-09;Slovaquie;Consommation brute;1,8982714
2023-10;Slovaquie;Consommation brute;2,146824
2023-11;Slovaquie;Consommation brute;2,2551949
2023-12;Slovaquie;Consommation brute;2,3406293
2024-01;Slovaquie;Consommation brute;2,492166
2024-02;Slovaquie;Consommation brute;2,18079
2024-03;Slovaquie;Consommation brute;2,2180296
2024-04;Slovaquie;Consommation brute;2,0244575
2024-05;Slovaquie;Consommation brute;1,9261205
2024-06;Slovaquie;Consommation brute;1,944567399
2024-07;Slovaquie;Consommation brute;2,046942
2024-08;Slovaquie;Consommation brute;2,0634558
2024-09;Slovaquie;Consommation brute;1,929403
2024-10;Slovaquie;Consommation brute;2,160007
2024-11;Slovaquie;Consommation brute;2,288233
2024-12;Slovaquie;Consommation brute;2,3536403
2025-01;Slovaquie;Consommation brute;2,463203
2025-02;Slovaquie;Consommation brute;2,2747036
2025-03;Slovaquie;Consommation brute;2,2648639
2025-04;Slovaquie;Consommation brute;2,040492
2025-05;Slovaquie;Consommation brute;2,01562
2025-06;Slovaquie;Consommation brute;1,920277
2025-07;Slovaquie;Consommation brute;1,957133
2025-08;Slovaquie;Consommation brute;1,943144
2025-09;Slovaquie;Consommation brute;1,9511934
2025-10;Slovaquie;Consommation brute;2,29481
2025-11;Slovaquie;Consommation brute;2,340347

